"","PMID","Title","Authors","Citation","First.Author","Journal.Book","Publication.Year","Create.Date","PMCID","NIHMS.ID","DOI"
"8139",37637428,"Ceruloplasmin is associated with the infiltration of immune cells and acts as a prognostic biomarker in patients suffering from glioma","Jia M, Dong T, Cheng Y, Rong F, Zhang J, Lv W, Zhen S, Jia X, Cong B, Wu Y, Cui H, Hao P.","Front Pharmacol. 2023 Aug 11;14:1249650. doi: 10.3389/fphar.2023.1249650. eCollection 2023.","Jia M","Front Pharmacol",2023,"2023/08/28","PMC10450624","","10.3389/fphar.2023.1249650"
"8140",38142265,"Cancer predisposition signaling in Beckwith-Wiedemann Syndrome drives Wilms tumor development","Nirgude S, Naveh NSS, Kavari SL, Traxler EM, Kalish JM.","Br J Cancer. 2024 Mar;130(4):638-650. doi: 10.1038/s41416-023-02538-x. Epub 2023 Dec 23.","Nirgude S","Br J Cancer",2024,"2023/12/23","PMC10876704","","10.1038/s41416-023-02538-x"
"8141",37644056,"Identification of immune infiltration-related biomarkers in carotid atherosclerotic plaques","Zheng K, Yang W, Wang S, Sun M, Jin Z, Zhang W, Ren H, Li C.","Sci Rep. 2023 Aug 29;13(1):14153. doi: 10.1038/s41598-023-40530-w.","Zheng K","Sci Rep",2023,"2023/08/29","PMC10465496","","10.1038/s41598-023-40530-w"
"8142",37474947,"High expression of RPL27A predicts poor prognosis in patients with hepatocellular carcinoma","Xing H, Jiang X, Yang C, Tan B, Hu J, Zhang M.","World J Surg Oncol. 2023 Jul 21;21(1):209. doi: 10.1186/s12957-023-03102-w.","Xing H","World J Surg Oncol",2023,"2023/07/20","PMC10360225","","10.1186/s12957-023-03102-w"
"8143",36877189,"Altered long non-coding RNAs expression in normal and diseased primary human airway epithelial cells exposed to diesel exhaust particles","Ahmed CMS, Canchola A, Paul B, Alam MRN, Lin YH.","Inhal Toxicol. 2023 May-Jun;35(5-6):157-168. doi: 10.1080/08958378.2023.2185703. Epub 2023 Mar 6.","Ahmed CMS","Inhal Toxicol",2023,"2023/03/06","PMC10424575","NIHMS1912001","10.1080/08958378.2023.2185703"
"8144",37443256,"Studying the genetics of participation using footprints left on the ascertained genotypes","Benonisdottir S, Kong A.","Nat Genet. 2023 Aug;55(8):1413-1420. doi: 10.1038/s41588-023-01439-2. Epub 2023 Jul 13.","Benonisdottir S","Nat Genet",2023,"2023/07/13","PMC10412458","","10.1038/s41588-023-01439-2"
"8145",36810782,"Expression pattern and prognostic value of key regulators for N7-methylguanosine RNA modification in prostate cancer","Zhai Q, Hou Y, Ye Y, Dai S, Guo G, Yang Q, Pang G, Wei Q.","Acta Biochim Biophys Sin (Shanghai). 2023 Feb 22;55(4):561-573. doi: 10.3724/abbs.2023017.","Zhai Q","Acta Biochim Biophys Sin (Shanghai)",2023,"2023/02/22","PMC10195147","","10.3724/abbs.2023017"
"8146",37059591,"Comprehensive analysis reveals TSEN54 as a robust prognosis biomarker and promising immune-related therapeutic target for hepatocellular carcinoma","Fu B, Zhou M, Song G, Zeng H, Gong Y, Jiang Y, Ke Y, Huang D, Peng H, Li Q.","Aging (Albany NY). 2023 Apr 8;15(7):2734-2771. doi: 10.18632/aging.204645. Epub 2023 Apr 8.","Fu B","Aging (Albany NY)",2023,"2023/04/14","PMC10120902","","10.18632/aging.204645"
"8147",37830426,"Single-nuclei characterization of pervasive transcriptional signatures across organs in response to COVID-19","COVID Tissue Atlas Consortium; Granados AA, Bucher S, Song H, Agrawal A, Chen AT, Peng T, Neff N, Pisco AO, Huang F, Wang B.","Elife. 2023 Oct 13;12:e81090. doi: 10.7554/eLife.81090.","COVID Tissue Atlas Consortium","Elife",2023,"2023/10/13","PMC10575628","","10.7554/eLife.81090"
"8148",36769262,"Molecular Analysis of MgO Nanoparticle-Induced Immunity against Fusarium Wilt in Tomato","Takehara Y, Fijikawa I, Watanabe A, Yonemura A, Kosaka T, Sakane K, Imada K, Sasaki K, Kajihara H, Sakai S, Mizukami Y, Haider MS, Jogaiah S, Ito SI.","Int J Mol Sci. 2023 Feb 2;24(3):2941. doi: 10.3390/ijms24032941.","Takehara Y","Int J Mol Sci",2023,"2023/02/11","PMC9918173","","10.3390/ijms24032941"
"8149",38111658,"Transcriptome analysis during axillary bud growth in chrysanthemum (chrysanthemum×morifolium)","Chen Y, Ling Q, Li X, Ma Q, Tang S, Yuanzhi P, Liu QL, Jia Y, Yong X, Jiang B.","PeerJ. 2023 Dec 15;11:e16436. doi: 10.7717/peerj.16436. eCollection 2023.","Chen Y","PeerJ",2023,"2023/12/19","PMC10726743","","10.7717/peerj.16436"
"8150",36755335,"tRNA-derived small RNA, 5'tiRNA-Gly-CCC, promotes skeletal muscle regeneration through the inflammatory response","Shen L, Liao T, Chen Q, Lei Y, Wang L, Gu H, Qiu Y, Zheng T, Yang Y, Wei C, Chen L, Zhao Y, Niu L, Zhang S, Zhu Y, Li M, Wang J, Li X, Gan M, Zhu L.","J Cachexia Sarcopenia Muscle. 2023 Apr;14(2):1033-1045. doi: 10.1002/jcsm.13187. Epub 2023 Feb 8.","Shen L","J Cachexia Sarcopenia Muscle",2023,"2023/02/09","PMC10067481","","10.1002/jcsm.13187"
"8151",37950728,"Collaborating single-cell and bulk RNA sequencing for comprehensive characterization of the intratumor heterogeneity and prognostic model development for bladder cancer","Wang J, Zuo Z, Yu Z, Chen Z, Tran LJ, Zhang J, Ao J, Ye F, Sun Z.","Aging (Albany NY). 2023 Nov 6;15(21):12104-12119. doi: 10.18632/aging.205166. Epub 2023 Nov 6.","Wang J","Aging (Albany NY)",2023,"2023/11/11","PMC10683618","","10.18632/aging.205166"
"8152",37036418,"Schwann Cells Are Key Regulators of Corneal Epithelial Renewal","Mirmoeini K, Tajdaran K, Zhang J, Gordon T, Ali A, Kaplan DR, Feinberg K, Borschel GH.","Invest Ophthalmol Vis Sci. 2023 Apr 3;64(4):7. doi: 10.1167/iovs.64.4.7.","Mirmoeini K","Invest Ophthalmol Vis Sci",2023,"2023/04/10","PMC10103722","","10.1167/iovs.64.4.7"
"8153",37467352,"Enantiomeric Fractions Reveal Differences in the Atropselective Disposition of 2,2',3,5',6-Pentachlorobiphenyl (PCB 95) in Wildtype, Cyp2abfgs-Null, and CYP2A6-Humanized Mice","Li X, Bullert AJ, Han W, Yang W, Zhang QY, Ding X, Lehmler HJ.","Chem Res Toxicol. 2023 Aug 21;36(8):1386-1397. doi: 10.1021/acs.chemrestox.3c00128. Epub 2023 Jul 19.","Li X","Chem Res Toxicol",2023,"2023/07/19","PMC10445290","","10.1021/acs.chemrestox.3c00128"
"8154",36710970,"Combined microbiome and metabolome analysis of gut microbiota and metabolite interactions in chronic spontaneous urticaria","Luo Z, Jin Z, Tao X, Wang T, Wei P, Zhu C, Wang Z.","Front Cell Infect Microbiol. 2023 Jan 11;12:1094737. doi: 10.3389/fcimb.2022.1094737. eCollection 2022.","Luo Z","Front Cell Infect Microbiol",2023,"2023/01/30","PMC9874702","","10.3389/fcimb.2022.1094737"
"8155",37895236,"Transcriptome Analysis of Streptococcus mutans Quorum Sensing-Mediated Persisters Reveals an Enrichment in Genes Related to Stress Defense Mechanisms","Dufour D, Li H, Gong SG, Lévesque CM.","Genes (Basel). 2023 Sep 28;14(10):1887. doi: 10.3390/genes14101887.","Dufour D","Genes (Basel)",2023,"2023/10/28","PMC10606796","","10.3390/genes14101887"
"8156",36654490,"Identification of major hub genes involved in high-fat diet-induced obese visceral adipose tissue based on bioinformatics approach","Jiang Y, Zhang R, Guo JQ, Qian LL, Ji JJ, Wu Y, Ji ZJ, Yang ZW, Zhang Y, Chen X, Ma GS, Yao YY.","Adipocyte. 2023 Dec;12(1):2169227. doi: 10.1080/21623945.2023.2169227.","Jiang Y","Adipocyte",2023,"2023/01/19","PMC9897782","","10.1080/21623945.2023.2169227"
"8157",38254641,"Exosome-Related FTCD Facilitates M1 Macrophage Polarization and Impacts the Prognosis of Hepatocellular Carcinoma","Liu Y, Tang Y, Jiang H, Zhang X, Chen X, Guo J, Jin C, Wu M.","Biomolecules. 2023 Dec 28;14(1):41. doi: 10.3390/biom14010041.","Liu Y","Biomolecules",2023,"2024/01/23","PMC10813691","","10.3390/biom14010041"
"8158",37421595,"Integrating the characteristic genes of macrophage pseudotime analysis in single-cell RNA-seq to construct a prediction model of atherosclerosis","Tian Z, Yang S.","Aging (Albany NY). 2023 Jul 8;15(13):6361-6379. doi: 10.18632/aging.204856. Epub 2023 Jul 8.","Tian Z","Aging (Albany NY)",2023,"2023/07/08","PMC10373969","","10.18632/aging.204856"
"8159",36879084,"Bioinformatic Analysis of miR-200b/429 and Hub Gene Network in Cervical Cancer","Shukla V, Mallya S, Adiga D, Sriharikrishnaa S, Chakrabarty S, Kabekkodu SP.","Biochem Genet. 2023 Oct;61(5):1898-1916. doi: 10.1007/s10528-023-10356-2. Epub 2023 Mar 7.","Shukla V","Biochem Genet",2023,"2023/03/06","PMC10517900","","10.1007/s10528-023-10356-2"
"8160",38003719,"Comparative Genomic and Transcriptomic Analysis of Phenol Degradation and Tolerance in Acinetobacter lwoffii through Adaptive Evolution","Xu N, Yang X, Yang Q, Guo M.","Int J Mol Sci. 2023 Nov 20;24(22):16529. doi: 10.3390/ijms242216529.","Xu N","Int J Mol Sci",2023,"2023/11/25","PMC10671910","","10.3390/ijms242216529"
"8161",36958377,"Pathogenic Mis-splicing of CPEB4 in Schizophrenia","Ollà I, Pardiñas AF, Parras A, Hernández IH, Santos-Galindo M, Picó S, Callado LF, Elorza A, Rodríguez-López C, Fernández-Miranda G, Belloc E, Walters JTR, O'Donovan MC, Méndez R, Toma C, Meana JJ, Owen MJ, Lucas JJ.","Biol Psychiatry. 2023 Aug 15;94(4):341-351. doi: 10.1016/j.biopsych.2023.03.010. Epub 2023 Mar 22.","Ollà I","Biol Psychiatry",2023,"2023/03/23","","","10.1016/j.biopsych.2023.03.010"
"8162",37986389,"Based on network pharmacology and molecular docking to explore the molecular mechanism of Ginseng and Astragalus decoction against postmenopausal osteoporosis","Fan W, Jiang ZZ, Wan SR.","Medicine (Baltimore). 2023 Nov 17;102(46):e35887. doi: 10.1097/MD.0000000000035887.","Fan W","Medicine (Baltimore)",2023,"2023/11/21","PMC10659622","","10.1097/MD.0000000000035887"
"8163",36597161,"Distinct gene signatures of monocytes and B cells in patients with giant cell arteritis: a longitudinal transcriptome analysis","Matsumoto K, Suzuki K, Yoshida H, Magi M, Matsumoto Y, Noguchi-Sasaki M, Yoshimoto K, Takeuchi T, Kaneko Y.","Arthritis Res Ther. 2023 Jan 3;25(1):1. doi: 10.1186/s13075-022-02982-9.","Matsumoto K","Arthritis Res Ther",2023,"2023/01/03","PMC9809009","","10.1186/s13075-022-02982-9"
"8164",37858468,"Single-cell and spatial analyses reveal a tradeoff between murine mammary proliferation and lineage programs associated with endocrine cues","Gray GK, Girnius N, Kuiken HJ, Henstridge AZ, Brugge JS.","Cell Rep. 2023 Oct 31;42(10):113293. doi: 10.1016/j.celrep.2023.113293. Epub 2023 Oct 17.","Gray GK","Cell Rep",2023,"2023/10/20","PMC10840493","NIHMS1941900","10.1016/j.celrep.2023.113293"
"8165",37290295,"Exposure to environmental concentrations of glyphosate induces cardiotoxicity through cellular senescence and reduced cell proliferation capacity","Lu J, Zhang C, Wang W, Xu W, Chen W, Tao L, Li Z, Zhang Y, Cheng J.","Ecotoxicol Environ Saf. 2023 Aug;261:115112. doi: 10.1016/j.ecoenv.2023.115112. Epub 2023 Jun 6.","Lu J","Ecotoxicol Environ Saf",2023,"2023/06/08","","","10.1016/j.ecoenv.2023.115112"
"8166",37042787,"Fermented Bamboo Fiber Improves Productive Performance by Regulating Gut Microbiota and Inhibiting Chronic Inflammation of Sows and Piglets during Late Gestation and Lactation","Sun C, Song R, Zhou J, Jia Y, Lu J.","Microbiol Spectr. 2023 Jun 15;11(3):e0408422. doi: 10.1128/spectrum.04084-22. Epub 2023 Apr 12.","Sun C","Microbiol Spectr",2023,"2023/04/12","PMC10269633","","10.1128/spectrum.04084-22"
"8167",37494735,"Identification and transcriptional profiling of UV-A-responsive genes in Bemisia tabaci","Khan MM, Rothenberg DO, Shahfahad, Qiu BL, Zhu ZR.","Ecotoxicol Environ Saf. 2023 Sep 15;263:115300. doi: 10.1016/j.ecoenv.2023.115300. Epub 2023 Jul 24.","Khan MM","Ecotoxicol Environ Saf",2023,"2023/07/26","","","10.1016/j.ecoenv.2023.115300"
"8168",37023649,"Phosphorus and Serendipita indica synergism augments arsenic stress tolerance in rice by regulating secondary metabolism related enzymatic activity and root metabolic patterns","Sehar S, Adil MF, Ma Z, Karim MF, Faizan M, Zaidi SSA, Siddiqui MH, Alamri S, Zhou F, Shamsi IH.","Ecotoxicol Environ Saf. 2023 May;256:114866. doi: 10.1016/j.ecoenv.2023.114866. Epub 2023 Apr 4.","Sehar S","Ecotoxicol Environ Saf",2023,"2023/04/06","","","10.1016/j.ecoenv.2023.114866"
"8169",37101691,"Glycolytic Genes Predict Immune Status and Prognosis Non-Small-Cell Lung Cancer Patients with Radiotherapy and Chemotherapy","Zhao T, Shao J, Liu J, Wang Y, Chen J, He S, Wang G.","Biomed Res Int. 2023 Apr 17;2023:4019091. doi: 10.1155/2023/4019091. eCollection 2023.","Zhao T","Biomed Res Int",2023,"2023/04/27","PMC10125743","","10.1155/2023/4019091"
"8170",37666763,"[Keloid nomogram prediction model based on weighted gene co-expression network analysis and machine learning]","Li Z, Tian B, Liang H.","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2023 Aug 25;40(4):725-735. doi: 10.7507/1001-5515.202212048.","Li Z","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi",2023,"2023/09/04","PMC10477384","","10.7507/1001-5515.202212048"
"8171",37474612,"Oxonium ion scanning mass spectrometry for large-scale plasma glycoproteomics","White MEH, Sinn LR, Jones DM, de Folter J, Aulakh SK, Wang Z, Flynn HR, Krüger L, Tober-Lau P, Demichev V, Kurth F, Mülleder M, Blanchard V, Messner CB, Ralser M.","Nat Biomed Eng. 2024 Mar;8(3):233-247. doi: 10.1038/s41551-023-01067-5. Epub 2023 Jul 20.","White MEH","Nat Biomed Eng",2024,"2023/07/20","PMC10963274","","10.1038/s41551-023-01067-5"
"8172",37833759,"Molecular mechanism of Danshenol C in reversing peritoneal fibrosis: novel network pharmacological analysis and biological validation","Liang J, Cheng L, Feng J, Han Z, Huang C, Xie F, Li Y, Luo X, Wang Q, He J, Chen H.","BMC Complement Med Ther. 2023 Oct 13;23(1):361. doi: 10.1186/s12906-023-04170-x.","Liang J","BMC Complement Med Ther",2023,"2023/10/14","PMC10571429","","10.1186/s12906-023-04170-x"
"8173",36541551,"Alternative lengthening of telomeres (ALT) in pediatric high-grade gliomas can occur without ATRX mutation and is enriched in patients with pathogenic germline mismatch repair (MMR) variants","Stundon JL, Ijaz H, Gaonkar KS, Kaufman RS, Jin R, Karras A, Vaksman Z, Kim J, Corbett RJ, Lueder MR, Miller DP, Guo Y, Santi M, Li M, Lopez G, Storm PB, Resnick AC, Waanders AJ, MacFarland SP, Stewart DR, Diskin SJ, Rokita JL, Cole KA.","Neuro Oncol. 2023 Jul 6;25(7):1331-1342. doi: 10.1093/neuonc/noac278.","Stundon JL","Neuro Oncol",2023,"2022/12/21","PMC10326481","","10.1093/neuonc/noac278"
"8174",37225691,"Single-cell analysis of gastric signet ring cell carcinoma reveals cytological and immune microenvironment features","Zhao W, Jia Y, Sun G, Yang H, Liu L, Qu X, Ding J, Yu H, Xu B, Zhao S, Xing L, Chai J.","Nat Commun. 2023 May 24;14(1):2985. doi: 10.1038/s41467-023-38426-4.","Zhao W","Nat Commun",2023,"2023/05/24","PMC10209160","","10.1038/s41467-023-38426-4"
"8175",37605652,"Identifying oxidative stress-related biomarkers in idiopathic pulmonary fibrosis in the context of predictive, preventive, and personalized medicine using integrative omics approaches and machine-learning strategies","Yang F, Wendusubilige, Kong J, Zong Y, Wang M, Jing C, Ma Z, Li W, Cao R, Jing S, Gao J, Li W, Wang J.","EPMA J. 2023 Jul 31;14(3):417-442. doi: 10.1007/s13167-023-00334-4. eCollection 2023 Sep.","Yang F","EPMA J",2023,"2023/08/22","PMC10439879","","10.1007/s13167-023-00334-4"
"8176",37337170,"A novel extrachromosomal circular DNA related genes signature for overall survival prediction in patients with ovarian cancer","Zhang Y, Dong K, Jia X, Du S, Wang D, Wang L, Qu H, Zhu S, Wang Y, Wang Z, Zhang S, Sun W, Fu S.","BMC Med Genomics. 2023 Jun 19;16(1):140. doi: 10.1186/s12920-023-01576-x.","Zhang Y","BMC Med Genomics",2023,"2023/06/19","PMC10278296","","10.1186/s12920-023-01576-x"
"8177",36877848,"HIV post-treatment controllers have distinct immunological and virological features","Etemad B, Sun X, Li Y, Melberg M, Moisi D, Gottlieb R, Ahmed H, Aga E, Bosch RJ, Acosta EP, Yuki Y, Martin MP, Carrington M, Gandhi RT, Jacobson JM, Volberding P, Connick E, Mitsuyasu R, Frank I, Saag M, Eron JJ, Skiest D, Margolis DM, Havlir D, Schooley RT, Lederman MM, Yu XG, Li JZ.","Proc Natl Acad Sci U S A. 2023 Mar 14;120(11):e2218960120. doi: 10.1073/pnas.2218960120. Epub 2023 Mar 6.","Etemad B","Proc Natl Acad Sci U S A",2023,"2023/03/06","PMC10089217","","10.1073/pnas.2218960120"
"8178",37976829,"Meta-analysis of single-cell RNA-sequencing data for depicting the transcriptomic landscape of chronic obstructive pulmonary disease","Lee Y, Song J, Jeong Y, Choi E, Ahn C, Jang W.","Comput Biol Med. 2023 Dec;167:107685. doi: 10.1016/j.compbiomed.2023.107685. Epub 2023 Nov 10.","Lee Y","Comput Biol Med",2023,"2023/11/17","","","10.1016/j.compbiomed.2023.107685"
"8179",36926116,"Distinct IDH1/2-associated Methylation Profile and Enrichment of TP53 and TERT Mutations Distinguish Dedifferentiated Chondrosarcoma from Conventional Chondrosarcoma","Dermawan JKT, Nafa K, Mohanty A, Xu Y, Rijo I, Casanova J, Villafania L, Benhamida J, Kelly CM, Tap WD, Boland PJ, Fabbri N, Healey JH, Ladanyi M, Lu C, Hameed M.","Cancer Res Commun. 2023 Mar 14;3(3):431-443. doi: 10.1158/2767-9764.CRC-22-0397. eCollection 2023 Mar.","Dermawan JKT","Cancer Res Commun",2023,"2023/03/17","PMC10013202","","10.1158/2767-9764.CRC-22-0397"
"8180",36581343,"Transcriptomic Network Analysis Using Exfoliative Cervical Cells Could Discriminate a Potential Risk of Progression to Cancer in HPV-related Cervical Lesions: A Pilot Study","Park NJ, Choi Y, Lee D, Park JY, Kim JM, Lee YH, Hong DG, Chong GO, Han HS.","Cancer Genomics Proteomics. 2023 Jan-Feb;20(1):75-87. doi: 10.21873/cgp.20366.","Park NJ","Cancer Genomics Proteomics",2023,"2022/12/29","PMC9806671","","10.21873/cgp.20366"
"8181",37774423,"Integrative Analyses of scRNA-seq, Bulk mRNA-seq, and DNA Methylation Profiling in Depressed Suicide Brain Tissues","Zhou Y, Xiong L, Chen J, Wang Q.","Int J Neuropsychopharmacol. 2023 Dec 18;26(12):840-855. doi: 10.1093/ijnp/pyad057.","Zhou Y","Int J Neuropsychopharmacol",2023,"2023/09/29","PMC10726413","","10.1093/ijnp/pyad057"
"8182",38017015,"Single cell and spatial transcriptomics analysis of kidney double negative T lymphocytes in normal and ischemic mouse kidneys","Gharaie S, Lee K, Noller K, Lo EK, Miller B, Jung HJ, Newman-Rivera AM, Kurzhagen JT, Singla N, Welling PA, Fan J, Cahan P, Noel S, Rabb H.","Sci Rep. 2023 Nov 28;13(1):20888. doi: 10.1038/s41598-023-48213-2.","Gharaie S","Sci Rep",2023,"2023/11/28","PMC10684868","","10.1038/s41598-023-48213-2"
"8183",36702997,"Genome-wide analyses of ADHD identify 27 risk loci, refine the genetic architecture and implicate several cognitive domains","Demontis D, Walters GB, Athanasiadis G, Walters R, Therrien K, Nielsen TT, Farajzadeh L, Voloudakis G, Bendl J, Zeng B, Zhang W, Grove J, Als TD, Duan J, Satterstrom FK, Bybjerg-Grauholm J, Bækved-Hansen M, Gudmundsson OO, Magnusson SH, Baldursson G, Davidsdottir K, Haraldsdottir GS, Agerbo E, Hoffman GE, Dalsgaard S, Martin J, Ribasés M, Boomsma DI, Soler Artigas M, Roth Mota N, Howrigan D, Medland SE, Zayats T, Rajagopal VM; ADHD Working Group of the Psychiatric Genomics Consortium; iPSYCH-Broad Consortium; Nordentoft M, Mors O, Hougaard DM, Mortensen PB, Daly MJ, Faraone SV, Stefansson H, Roussos P, Franke B, Werge T, Neale BM, Stefansson K, Børglum AD.","Nat Genet. 2023 Feb;55(2):198-208. doi: 10.1038/s41588-022-01285-8. Epub 2023 Jan 26.","Demontis D","Nat Genet",2023,"2023/01/26","PMC10914347","NIHMS1943028","10.1038/s41588-022-01285-8"
"8184",37340462,"Proteomic analysis to identification of hypoxia related markers in spinal tuberculosis: a study based on weighted gene co-expression network analysis and machine learning","Wu S, Liang T, Jiang J, Zhu J, Chen T, Zhou C, Huang S, Yao Y, Guo H, Ye Z, Chen L, Chen W, Fan B, Qin J, Liu L, Wu S, Ma F, Zhan X, Liu C.","BMC Med Genomics. 2023 Jun 20;16(1):142. doi: 10.1186/s12920-023-01566-z.","Wu S","BMC Med Genomics",2023,"2023/06/20","PMC10280914","","10.1186/s12920-023-01566-z"
"8185",37126482,"Bioorthogonal Chemical Labeling Probes Targeting Sialic Acid Isomers for N-Glycan MALDI Imaging Mass Spectrometry of Tissues, Cells, and Biofluids","Lu X, McDowell CT, Blaschke CRK, Liu L, Grimsley G, Wisniewski L, Gao C, Mehta AS, Haab BB, Angel PM, Drake RR.","Anal Chem. 2023 May 16;95(19):7475-7486. doi: 10.1021/acs.analchem.2c04882. Epub 2023 May 1.","Lu X","Anal Chem",2023,"2023/05/01","PMC10193362","","10.1021/acs.analchem.2c04882"
"8186",36969166,"Identification of immune-related genes in diagnosing atherosclerosis with rheumatoid arthritis through bioinformatics analysis and machine learning","Liu F, Huang Y, Liu F, Wang H.","Front Immunol. 2023 Mar 9;14:1126647. doi: 10.3389/fimmu.2023.1126647. eCollection 2023.","Liu F","Front Immunol",2023,"2023/03/27","PMC10033585","","10.3389/fimmu.2023.1126647"
"8187",38202631,"Exploring the Role of Lycium barbarum Polysaccharide in Corneal Injury Repair and Investigating the Relevant Mechanisms through In Vivo and In Vitro Experiments","Liu Q, Nan Y, Yang Y, Li X, Jiang W, Jiao T, Li J, Jia X, Ye M, Niu Y, Yuan L.","Molecules. 2023 Dec 20;29(1):49. doi: 10.3390/molecules29010049.","Liu Q","Molecules",2023,"2024/01/11","PMC10779902","","10.3390/molecules29010049"
"8188",37608369,"Mechanisms of Xiaozheng decoction for anti-bladder cancer effects via affecting the GSK3β/β-catenin signaling pathways: a network pharmacology-directed experimental investigation","Zhuang J, Mo J, Huang Z, Yan Y, Wang Z, Cao X, Yang C, Shen B, Zhang F.","Chin Med. 2023 Aug 22;18(1):104. doi: 10.1186/s13020-023-00818-5.","Zhuang J","Chin Med",2023,"2023/08/23","PMC10464372","","10.1186/s13020-023-00818-5"
"8189",37940970,"Lack of HCAR1, the lactate GPCR, signaling promotes autistic-like behavior","Mohammad Nezhady MA, Cagnone G, Joyal JS, Chemtob S.","Cell Commun Signal. 2023 Nov 9;21(1):196. doi: 10.1186/s12964-023-01188-z.","Mohammad Nezhady MA","Cell Commun Signal",2023,"2023/11/08","PMC10634184","","10.1186/s12964-023-01188-z"
"8190",37754589,"Melatonin Action in Type 2 Diabetic Parotid Gland and Dental Pulp: In Vitro and Bioinformatic Findings","Barać M, Petrović M, Petrović N, Nikolić-Jakoba N, Aleksić Z, Todorović L, Petrović-Stanojević N, Anđelić-Jelić M, Davidović A, Milašin J, Roganović J.","Int J Environ Res Public Health. 2023 Sep 7;20(18):6727. doi: 10.3390/ijerph20186727.","Barać M","Int J Environ Res Public Health",2023,"2023/09/27","PMC10530673","","10.3390/ijerph20186727"
"8191",37001405,"Enhanced removal of warfare agent tri-nitro-toluene by a Methylophaga-dominated microbiome","Kundu K, Van Landuyt J, Mattelin V, Martin B, Neyts M, Parmentier K, Boon N.","Mar Pollut Bull. 2023 May;190:114866. doi: 10.1016/j.marpolbul.2023.114866. Epub 2023 Mar 29.","Kundu K","Mar Pollut Bull",2023,"2023/03/31","","","10.1016/j.marpolbul.2023.114866"
"8192",36754681,"Interaction modules that impart specificity to disordered protein","Cermakova K, Hodges HC.","Trends Biochem Sci. 2023 May;48(5):477-490. doi: 10.1016/j.tibs.2023.01.004. Epub 2023 Feb 6.","Cermakova K","Trends Biochem Sci",2023,"2023/02/08","PMC10106370","NIHMS1865954","10.1016/j.tibs.2023.01.004"
"8193",36898287,"Identification of potential feature genes in non-alcoholic fatty liver disease using bioinformatics analysis and machine learning strategies","Zhang Z, Wang S, Zhu Z, Nie B.","Comput Biol Med. 2023 May;157:106724. doi: 10.1016/j.compbiomed.2023.106724. Epub 2023 Mar 5.","Zhang Z","Comput Biol Med",2023,"2023/03/10","","","10.1016/j.compbiomed.2023.106724"
"8194",37570159,"Structural, Electronic, and Mechanical Properties of Zr(2)SeB and Zr(2)SeN from First-Principle Investigations","Bai X, Chen K, Luo K, Qiu N, Huang Q, Han Q, Liang H, Zhang X, Bai C.","Materials (Basel). 2023 Aug 3;16(15):5455. doi: 10.3390/ma16155455.","Bai X","Materials (Basel)",2023,"2023/08/12","PMC10420148","","10.3390/ma16155455"
"8195",37335631,"Identification of a novel survival predictor, CSF2RB, for female lung cancer in never smokers (LCNS) by a bioinformatics analysis","Zhou YY, Sun XJ, Liu JQ, Xiang LL.","Medicine (Baltimore). 2023 Jun 9;102(23):e34019. doi: 10.1097/MD.0000000000034019.","Zhou YY","Medicine (Baltimore)",2023,"2023/06/19","PMC10256432","","10.1097/MD.0000000000034019"
"8196",37243901,"BASP1 expression is associated with poor prognosis and is correlated with immune infiltration in gastric cancer","Wang T, Liu X, Wang T, Zhan L, Zhang M.","FEBS Open Bio. 2023 Aug;13(8):1507-1521. doi: 10.1002/2211-5463.13654. Epub 2023 Jun 4.","Wang T","FEBS Open Bio",2023,"2023/05/27","PMC10392055","","10.1002/2211-5463.13654"
"8197",37443486,"Multi-omics analysis revealing a senescence-relevant lncRNAs signature for the assessment of response to immunotherapy for breast cancer","Yu Z, Zhu Y, Ji J.","Medicine (Baltimore). 2023 Jul 14;102(28):e34287. doi: 10.1097/MD.0000000000034287.","Yu Z","Medicine (Baltimore)",2023,"2023/07/14","PMC10344520","","10.1097/MD.0000000000034287"
"8198",36796082,"A Unique Cellular Organization of Human Distal Airways and Its Disarray in Chronic Obstructive Pulmonary Disease","Rustam S, Hu Y, Mahjour SB, Rendeiro AF, Ravichandran H, Urso A, D'Ovidio F, Martinez FJ, Altorki NK, Richmond B, Polosukhin V, Kropski JA, Blackwell TS, Randell SH, Elemento O, Shaykhiev R.","Am J Respir Crit Care Med. 2023 May 1;207(9):1171-1182. doi: 10.1164/rccm.202207-1384OC.","Rustam S","Am J Respir Crit Care Med",2023,"2023/02/16","PMC10161760","","10.1164/rccm.202207-1384OC"
"8199",37254088,"ILC2 regulates hyperoxia-induced lung injury via an enhanced Th17 cell response in the BPD mouse model","Zhu Y, Mi L, Lu H, Ju H, Hao X, Xu S.","BMC Pulm Med. 2023 May 30;23(1):188. doi: 10.1186/s12890-023-02474-9.","Zhu Y","BMC Pulm Med",2023,"2023/05/30","PMC10230686","","10.1186/s12890-023-02474-9"
