"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"4446","GO:0009719","response to endogenous stimulus",1468,528,474.54,886,0.52182,0.00113,"Abcc1,Abhd2,Acap2,Acsbg1,Actn2,Actr3,Acvr1,Acvr1b,Acvr1c,Acvrl1,Adam17,Adam9,Adcy6,Adipor1,Adipor2,Adrb2,Adrm1,Agap2,Ager,Agtrap,Ahcyl1,Ahr,Akap7,Akap8,Akr1c13,Akr1c18,Akt1,Akt2,Ang,Anxa1,Anxa5,Apaf1,Apc,Aplp1,Appl2,Areg,Arf6,Arid1a,Arid5a,Arpc2,Arrb2,Arsb,Ass1,Atp1a1,Atp1a3,Atp2a2,Atp2b1,Atp2b4,Atp7a,Bcar1,Bcl2,Bcl2l1,Bcl9l,Bmal1,Bmp7,Bmpr1a,Bmpr2,Braf,Brca1,Brms1,C1qtnf12,Cacna1a,Cad,Calr,Camk2a,Car2,Casp3,Casp7,Castor2,Cav2,Ccn2,Ccnd3,Ccr7,Cd2ap,Cd38,Cd44,Cd59a,Cd81,Cd9,Cdk5,Cdkn1c,Cdkn2b,Cebpb,Cep57,Chuk,Cib1,Cib2,Cited2,Cnot2,Col16a1,Col1a1,Col4a2,Comt,Coro1a,Coro1b,Cpeb2,Creb3l1,Crebbp,Crebrf,Cripto,Cry2,Csnk2b,Ctnna1,Cxcl13,Cxcr4,Cyfip1,Cyp11a1,Dab2ip,Daxx,Dbn1,Dcp1a,Dennd4c,Diaph1,Dll1,Dmd,Dnaaf4,Dnm2,Drd3,Dtnbp1,Dusp3,Dync1li2,E2f1,Ecsit,Ednrb,Eef1a1,Egr1,Egr2,Egr3,Ehd1,Ehd4,Ehmt2,Eif2b3,Eif4ebp1,Emd,Eme1,Emilin1,Eng,Enpp1,Epb41l5,Epm2aip1,Eprs1,Erbb2,Ern1,Errfi1,Ezh2,Ezr,Fam83g,Fas,Fdx1,Fer,Fgf16,Fgfbp3,Fhl2,Fis1,Fosl2,Foxo1,Foxp1,Frs2,Fstl3,Fstl4,Furin,Fut7,Fut8,Fuz,Fyn,Gata3,Gclc,Ggh,Git1,Gja1,Gna14,Gna15,Gnai2,Gnaq,Gnas,Gnb5,Golph3,Gpld1,Gpr83,Grb2,Grk2,Gsk3b,Gstm7,H2az1,Hcls1,Hdac1,Hdac6,Hdac8,Hgf,Hif1a,Hmga1,Hmgb1,Hmgb2,Hmgcs1,Hnrnpu,Hras,Hsf1,Hsp90b1,Hspa5,Hspb1,Htra1,Htra2,Icam1,Ide,Igf1r,Ikbkb,Il10,Il18,Il1rn,Il6,Ilk,Ing2,Inppl1,Ins2,Insig2,Ipo5,Iqgap1,Ireb2,Irs2,Itga3,Itga4,Itgb1,Itgb1bp1,Itgb3,Itgb5,Itgb8,Jak1,Jak2,Jak3,Jcad,Jun,Jup,Kat2b,Kdm3a,Kidins220,Klf9,Kmt2a,Knstrn,Lamtor4,Lamtor5,Lancl2,Larp1,Lars1,Lats2,Lbh,Ldlr,Ldlrad4,Lef1,Lemd2,Lemd3,Leprot,Lgmn,Lmnb1,Lmtk2,Lonp1,Lpin2,Lpin3,Lpxn,Lrp1,Lrrc32,Ltbp1,Ltbp3,Ltbp4,Lyn,Map2k3,Map3k1,Mapk1,Mapk14,Mapk7,Mapkapk2,Mars1,Mat2a,Mbp,Mdm2,Med1,Megf8,Mgarp,Mkks,Mmp14,Msi1,Mt3,Mylip,Myo1c,Myo5a,Naip1,Naip2,Naip6,Nbl1,Ncl,Ncoa3,Ndst1,Nedd4,Neo1,Nfe2l2,Nfia,Nfix,Nfkb1,Nlk,Nod1,Nod2,Nos3,Notch1,Npas4,Npnt,Nptn,Nr1d2,Nr3c1,Nr3c2,Nr4a2,Nr4a3,Nrp1,Nrp2,Nsg2,Nsmf,Ntrk3,Nucb2,Oaz1,P2rx3,P2rx4,Pak1,Pals1,Pck2,Pdcd6,Pde3b,Pde4d,Pde8a,Pdpk1,Pelo,Pelp1,Per1,Phb1,Pik3ca,Pik3cd,Pik3cg,Pik3r1,Pip4k2a,Pip4k2b,Pkd1l1,Pkm,Pmepa1,Pparg,Ppargc1a,Ppargc1b,Ppp1r9b,Ppp2r5d,Prkaa1,Prkaca,Prkar1a,Prkca,Prkcd,Prkcq,Prkcz,Prkd2,Prmt1,Prmt2,Prmt5,Prnp,Psen1,Pten,Ptger2,Ptger4,Ptges3,Ptk2,Ptp4a3,Ptpn12,Ptpn22,Ptprj,Ptprv,Rab10,Rab31,Rac1,Rack1,Rad51,Ramp1,Ramp2,Rangap1,Rap1a,Rap1b,Rapgef2,Rara,Rasl11b,Rbpj,Rest,Rgs9,Rhod,Rhoq,Rock1,Rps3,Rps6,Rps6-ps4,Rps6kb1,Rptor,Rragb,Rragd,Runx1,Runx2,Runx3,Rwdd1,Rxra,Sap30,Scap,Scly,Serpina3f,Serpina3g,Serpina3i,Serpina3n,Serpine1,Sesn2,Sesn3,Setx,Sfr1,Sfrp2,Sgk1,Sh3bp4,Shcbp1,Shmt1,Sin3a,Ski,Skil,Skp2,Slc12a3,Slc1a3,Slc25a33,Slc26a6,Slc27a1,Slc2a1,Slc2a8,Slc4a7,Slc9a1,Smad3,Smad4,Smad5,Smad7,Smc1a,Smurf1,Smurf2,Smyd3,Snai2,Snw1,Snx1,Snx25,Snx5,Socs2,Socs3,Socs5,Sorbs1,Sord,Sos1,Sp1,Spp1,Spred1,Spry1,Sra1,Src,Srebf2,Ssh1,Stambpl1,Stat3,Stat5a,Stat5b,Stat6,Stk11,Stk39,Suds3,Sulf2,Tbc1d7,Tbl1x,Tcf12,Tcf7l2,Tet1,Tfap4,Tgfb1,Tgfb1i1,Tgfb3,Tgfbr1,Tgfbr3,Thbs1,Thrb,Ticam1,Timeless,Timp2,Tlr2,Tmem100,Tmem107,Tmem108,Tmem38b,Tnfsf4,Tns2,Tob1,Trim24,Trim25,Trim33,Trp53,Trpm4,Twf2,Twsg1,Tyk2,Ubr1,Ubr2,Ufl1,Ugcg,Ugt1a6b,Ulk1,Vegfc,Vim,Vps11,Vps13c,Vps54,Vsir,Wbp2,Wfikkn2,Xcl1,Xdh,Ywhah,Zbed3,Zbtb7a,Zdhhc7,Zeb1,Zfp128,Zfp366,Zfp36l1,Zfp36l2,Zfp592,Zfp703,Zfyve27,Zmiz1,Zmpste24,Zyx"
"4447","GO:0007399","nervous system development",2335,807,754.8,1322,0.52207,0.0075,"2510009E07Rik,2610042L04Rik,Abca2,Abcb1b,Abcb6,Abcc1,Abcd1,Abi2,Abi3,Ablim1,Abr,Acsl3,Acsl4,Actg1,Actr2,Actr3,Acvr1b,Acvr1c,Adam10,Adam17,Adcy6,Adgre5,Adgrg1,Adgrl1,Adgrl2,Adnp,Adora2a,Afdn,Afg3l2,Ager,Agtpbp1,Ahi1,Aifm1,Aim2,Ak7,Akna,Akt1,Akt2,Alcam,Alms1,Als2,Amigo2,Ang,Ank3,Ankrd27,Anp32b,Anxa2,Anxa7,Apaf1,Apbb1,Apbb2,Apc,Aplp1,Aplp2,Appl2,Arc,Areg,Arf4,Arf6,Arfgef1,Arhgap35,Arhgap4,Arhgef10,Arhgef15,Arhgef25,Arhgef7,Arid1a,Arl3,Arl6,Arnt2,Arsb,Asap1,Aspm,Atcay,Atg7,Atm,Atp1a3,Atp6ap2,Atp7a,Atp8a2,Atp9a,Atrn,Atrx,Atxn1,Atxn2,AU040320,Aurka,Auts2,Axl,B2m,B3gnt2,B4galnt1,B4galt5,Bag1,Bahcc1,Bax,Bcas1,Bcl11b,Bcl2,Bcr,Bend6,Bhlhb9,Bhlhe40,Bicdl1,Bin1,Bloc1s1,Bloc1s2,Bmal1,Bmp7,Bmpr1a,Bmpr2,Boc,Bpgm,Bptf,Braf,Brd2,Brpf1,Bsg,Btg2,C1ql3,Cabp4,Cacna1a,Calr,Camk1d,Camk2a,Camk2b,Camk2g,Camsap1,Camsap2,Capg,Casp3,Casp8,Cby1,Cc2d1a,Cc2d2a,Ccdc134,Ccdc85c,Ccl5,Ccr2,Ccr4,Ccr5,Cd2ap,Cd38,Cd3e,Cd44,Cd9,Cdc20,Cdc42,Cdh2,Cdk20,Cdk5,Cdk6,Cdkn1c,Cdkn2b,Cebpb,Cecr2,Celf1,Celsr1,Cend1,Cenpf,Cep120,Cep85l,Cers2,Cfap418,Cfap43,Chd4,Chd8,Cib1,Cic,Cip2a,Cit,Cited2,Clcf1,Clic5,Clip1,Clmn,Clstn1,Cluap1,Cmtm8,Cnp,Cntnap1,Cobl,Colq,Comt,Cops2,Cox7b,Cplx2,Cpne1,Cpne9,Crabp2,Creb3l2,Crebbp,Crmp1,Csf1,Csnk1d,Cspg5,Cst7,Ctnna1,Cttn,Cux1,Cux2,Cx3cr1,Cxcr4,Cyfip1,Cysltr1,Cysltr2,D16Ertd472e,Dab2ip,Dag1,Daglb,Dbi,Dbn1,Ddx56,Degs1,Dennd5a,Dhfr,Dhx30,Dhx37,Diaph1,Diaph3,Dip2a,Dip2b,Dleu2,Dlg4,Dlg5,Dll1,Dmd,Dnaaf4,Dnah11,Dnajc30,Dnm2,Dok4,Dpcd,Drd3,Dscam,Dscaml1,Dst,Dtnb,Dtnbp1,Dtx1,Dusp10,Dvl2,Dynlt1a,Dynlt1b,Dynlt1f,E2f1,Ece1,Ect2,Ednrb,Eed,Egr2,Egr3,Ehd1,Ehmt2,Eif2ak3,Eif2b3,Eif4g1,Eif4g2,Ell3,Emb,Enc1,Enpp1,Enpp2,Eomes,Ephb6,Erbb2,Erbb3,Ercc2,Etv6,Evl,Ezh2,Faim,Fancc,Fancd2,Farp1,Fas,Fbxo31,Fbxw11,Fbxw8,Fnbp1,Foxo3,Foxp1,Frs2,Fry,Fryl,Fstl4,Fubp1,Fuom,Fuz,Fyn,Fzd5,Fzd6,Gak,Gal3st1,Gas7,Gas8,Gata3,Gatad2a,Gdi1,Gdpd5,Gfi1,Gfra1,Git1,Gja1,Glmn,Gnaq,Gpr183,Gprc5b,Gprin3,Grb2,Grcc10,Grhl2,Grk2,Grn,Gsdme,Gsk3b,H2-D1,H2-K1,Hdac1,Hdac11,Hdac6,Hdac7,Hesx1,Hgf,Hif1a,Hmga1,Hmgb2,Hprt1,Hras,Hsd17b7,Hspa5,Hspb1,Htra2,Hycc1,Id2,Id3,Ifngr1,Ift122,Ift20,Ift27,Ift57,Igf1r,Igsf9b,Ikbkb,Ikzf1,Il15ra,Il2,Il6,Il6st,Ilk,Impact,Inpp5f,Inppl1,Ipmk,Iqgap1,Irs2,Ist1,Itga1,Itga3,Itga4,Itga6,Itgam,Itgb1,Itm2c,Itpk1,Itsn1,Jade2,Jag1,Jak2,Jun,Kalrn,Kat2a,Kat2b,Kat8,Katnb1,Kcna2,Kcnb1,Kcnip2,Kcnj10,Kctd11,Kdm2b,Kdm7a,Kidins220,Kif13b,Kif14,Kif20b,Kif21b,Kif3a,Kif5a,Kif5c,Kifap3,Kit,Klf7,Klk8,Kndc1,Kras,Kremen1,L1cam,Lama3,Lamc1,Lamc2,Ldlr,Lef1,Lemd2,Lgals1,Lif,Llgl1,Lmo4,Lmtk2,Lnx2,Loxl3,Lrfn4,Lrp1,Lrp12,Lrp6,Lsm1,Lsr,Lst1,Lta,Luzp1,Lyn,Lzts1,Macf1,Maco1,Mafk,Man2a1,Manf,Map1a,Map1s,Map2,Map4k4,Map6,Mapk1,Mapk6,Mark2,Matn2,Mboat1,Mboat7,Mbp,Mcf2,Mcoln3,Mcph1,Mdga2,Mdm2,Med1,Mef2a,Mef2d,Megf8,Meis1,Mertk,Metrn,Mettl3,Mgarp,Mib1,Mkks,Mmd,Msi1,Msi2,Mt3,Mthfd1,Mtmr2,Mtr,Mtss1,Mturn,Myc,Myh10,Mylip,Myo5a,Myo6,Myo7a,Myo9a,N4bp3,Nab1,Nap1l1,Nav2,Nbl1,Nbn,Ncam1,Nck2,Ncmap,Ncoa6,Ncs1,Nde1,Ndrg4,Ndst1,Ndufs4,Ndufv2,Nectin1,Nedd4,Nedd4l,Nefh,Nefm,Nek3,Neo1,Nf2,Nfe2l2,Nfia,Nfix,Nin,Nipbl,Notch1,Nox1,Npas4,Nptn,Nr2c2,Nr3c1,Nr4a2,Nr4a3,Nrbp2,Nrg4,Nrn1,Nrp1,Nrp2,Nsmf,Nsun5,Ntn1,Ntn4,Ntng2,Ntrk3,Numb,Nup133,Olfm1,Ormdl1,Ormdl3,Osm,P2rx4,Pafah1b1,Pak1,Pak4,Pals1,Pard3,Parp6,Pbx3,Pbx4,Pdlim5,Pex13,Pex2,Pfdn1,Phgdh,Picalm,Pik3r1,Plec,Plk2,Pls1,Plxna1,Plxna2,Plxnb2,Plxnc1,Plxnd1,Postn,Pou4f1,Pparg,Ppp1cc,Ppp1r9b,Ppp2r5d,Ppt1,Prag1,Prdm1,Prex1,Prkaca,Prkacb,Prkca,Prkch,Prkcsh,Prkcz,Prmt1,Prmt3,Prmt5,Prox1,Prpf19,Prps1,Psap,Psen1,Psen2,Ptbp1,Ptch1,Pten,Ptger3,Ptk2,Ptpn13,Ptpn5,Ptpn9,Ptprj,Ptprs,Rab10,Rab11a,Rab21,Rab23,Rab29,Rab3gap1,Rac1,Racgap1,Rap1a,Rap1gap2,Rapgef2,Rapgef4,Raph1,Rara,Rasal1,Rbpj,Reno1,Rere,Rest,Retreg3,Rfng,Ripor2,Rnd1,Rnf10,Rock1,Rogdi,Rom1,Rora,Rorb,Rpgr,Rpgrip1,Rpgrip1l,Rpl4,Rps7,Rras,Rras2,Rrn3,Rtn3,Rtn4,Runx1,Runx2,Runx3,Rxra,Ryk,S100a10,S1pr1,Sall3,Samd11,Sarm1,Scin,Sclt1,Scn1b,Scn2a,Sdc4,Sdccag8,Sdf4,Selenop,Sema3f,Sema4a,Sema4b,Septin2,Serinc5,Serpine2,Serpinf1,Setx,Sez6l2,Sfrp2,Sgk1,Sh3gl3,Sh3rf1,Shtn1,Sin3a,Sipa1l1,Sirt2,Ski,Skil,Slc1a3,Slc25a46,Slc2a1,Slc4a7,Slc5a3,Slc7a5,Smad4,Smarcd3,Smg9,Smurf1,Snapin,Snph,Snw1,Snx1,Socs2,Sod1,Sod2,Sos1,Sox4,Spen,Sphk2,Spint2,Spr,Src,Srebf2,Srgap2,Ssbp3,Ssna1,St14,Stap1,Star,Stat3,Stau2,Stil,Stk11,Stk3,Stk4,Stmn1,Stxbp1,Sulf2,Sult4a1,Sun2,Svbp,Syne2,Tacc1,Tacc2,Tacc3,Tafa3,Tbcb,Tcf12,Tcf7,Tcf7l2,Tctn1,Tet1,Tfap4,Tg,Tgfb1,Tgfbr1,Tgif1,Tgif2,Thap11,Thoc2,Thrb,Tiam1,Timp2,Tlr2,Tmed2,Tmem106b,Tmem107,Tmem108,Tmem126a,Tmem30a,Tmem67,Tmem98,Tnfrsf12a,Tnfrsf1b,Tnik,Top2b,Tox,Traf6,Trak2,Trf,Triobp,Trp53,Trp73,Trpc6,Trpm1,Trpv2,Tspan2,Tspo,Ttc3,Ttc8,Ttl,Ttn,Tubb2a,Tubb2b,Tug1,Tulp1,Twf1,Twf2,Twsg1,Tyro3,Tyrobp,Uba6,Ubb,Ufc1,Ufl1,Ugcg,Ugdh,Ugp2,Ulk1,Ulk4,Unc119,Unc119b,Upf3b,Uqcrq,Usp33,Vasp,Vax2,Vegfc,Vim,Vps51,Vps54,Wdr1,Wdr36,Wee1,Wls,Wnt3,Xrcc6,Xylt1,Ythdf1,Ythdf2,Ywhae,Ywhah,Zbtb18,Zc3h12a,Zdhhc12,Zdhhc15,Zdhhc2,Zeb1,Zfhx2,Zfp296,Zfp36l1,Zfp523,Zfyve27,Zmiz1,Zswim6"
"4448","GO:0060840","artery development",111,36,35.88,4776,0.52241,0.5262,"Acvrl1,Bmpr1a,Bmpr2,Cited2,Cntrl,Comt,Cxcr4,Dctn5,Dnm2,Egr2,Eng,Enpp1,Fkbp10,Fuz,Gaa,Gla,Jag1,Kat6a,Ldlr,Lrp1,Ltbp1,Luzp1,Myh10,Ndst1,Notch1,Nrp1,Plxnd1,Prdm1,Prox1,Ptger4,Rbpj,Rtn4,Smad7,Sox4,Tgfbr1,Zmiz1"
"4449","GO:0001914","regulation of T cell mediated cytotoxicity",55,18,17.78,4774,0.52263,0.5253,"Ager,B2m,H2-Bl,H2-D1,H2-K1,H2-M3,H2-Q1,H2-Q4,H2-Q6,H2-Q7,H2-T23,H2-T24,H2-T26,H2-T27,H60b,Il7r,Pvr,Ripk3"
"4450","GO:0045104","intermediate filament cytoskeleton organization",55,18,17.78,4775,0.52263,0.5253,"Agfg1,Atp8a2,Bbln,Csnk1a1,Dnajb6,Dst,Klhl24,Krt83,Krt86,Krt87,Macf1,Nefh,Nefm,Pkp2,Plec,Sod1,Vim,Vps54"
"4451","GO:0018126","protein hydroxylation",27,9,8.73,4778,0.52565,0.52752,"Crtap,Egln3,Ero1a,Ero1b,Fkbp10,Jmjd4,P4ha1,Plod2,Prdx4"
"4452","GO:0043162","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",27,9,8.73,4779,0.52565,0.52752,"Chmp2a,Chmp4b,Chmp4c,Hdac6,Nedd4,Rnf115,Vps25,Vps37b,Vps4a"
"4453","GO:0043171","peptide catabolic process",27,9,8.73,4780,0.52565,0.52752,"Cpq,Ctsh,Dpep2,Ece1,Ggt5,Ggt7,Ide,Lta4h,Nln"
"4454","GO:0032727","positive regulation of interferon-alpha production",27,9,8.73,4781,0.52565,0.52752,"Chuk,Hmgb1,Hspd1,Nmb,Ptpn22,Rigi,Tlr7,Traf3ip3,Trim65"
"4455","GO:1900027","regulation of ruffle assembly",27,9,8.73,4782,0.52565,0.52752,"Cobl,Cyfip1,Eps8,Evl,Hras,Icam1,Pfn2,Rhog,Stap1"
"4456","GO:0060004","reflex",27,9,8.73,4783,0.52565,0.52752,"Afg3l2,Auts2,Cacna1a,Drd3,Gja1,Nmb,Npnt,Nr4a3,Satb1"
"4457","GO:0097062","dendritic spine maintenance",27,9,8.73,4784,0.52565,0.52752,"Abhd17b,Cttn,Fyn,Igf1r,Ins2,Itga3,Mtmr2,Prnp,Tanc1"
"4458","GO:0050996","positive regulation of lipid catabolic process",27,9,8.73,4785,0.52565,0.52752,"Abcd1,Acsl5,Akt2,Apoa2,Daglb,Irs2,Ldlr,Mtln,Prkcd"
"4459","GO:0060143","positive regulation of syncytium formation by plasma membrane fusion",27,9,8.73,4786,0.52565,0.52752,"Adam9,Cd53,Ehd1,Ehd2,Flt3l,Il4ra,Mapk14,Ripor2,Tyrobp"
"4460","GO:0071577","zinc ion transmembrane transport",27,9,8.73,4787,0.52565,0.52752,"Ap3d1,Slc30a2,Slc30a4,Slc39a1,Slc39a10,Slc39a13,Slc39a4,Slc39a7,Slc39a8"
"4461","GO:0071548","response to dexamethasone",27,9,8.73,4788,0.52565,0.52752,"Eif4ebp1,Hnrnpu,Jak2,Nr3c1,Pck2,Rps6kb1,Smyd3,Tfap4,Tgfb1"
"4462","GO:1904357","negative regulation of telomere maintenance via telomere lengthening",27,9,8.73,4789,0.52565,0.52752,"Ctc1,Exosc10,Hnrnpu,Nat10,Pif1,Src,Terf1,Tinf2,Trp53"
"4463","GO:0140894","endolysosomal toll-like receptor signaling pathway",52,17,16.81,4791,0.52699,0.52959,"Cd86,Gramd4,Havcr2,Oas1a,Oas1g,Pik3ap1,Ptpn22,Ptprs,Rtn4,Src,Tasl,Ticam1,Tirap,Tlr7,Tnfaip3,Unc93b1,Wdfy1"
"4464","GO:0051155","positive regulation of striated muscle cell differentiation",52,17,16.81,4792,0.52699,0.52959,"Actn3,Arrb2,Bcl2,Ccn4,Ddx39b,Fdps,Gsk3b,Hopx,Kat2a,Mamstr,Mapk14,Mmp14,Nr3c1,Prox1,Slc25a4,Tgfb1,Trip10"
"4465","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",133,43,42.99,4794,0.52809,0.53224,"Abca1,Adcy4,Adcy6,Adcy7,Adcy9,Adgrd1,Adgre5,Adgrg1,Adgrg5,Adgrl1,Adgrl2,Adora2a,Adrb2,Aplp1,Atp2b4,Calcrl,Cnr2,Crtc3,Cxcl10,Cxcr3,Drd3,Gnai2,Gnaq,Gnas,Gpr61,Gpr65,Grk2,Lpar2,Pde4a,Pde4b,Pln,Prkaca,Prkar1a,Ptger2,Ptger3,Ptger4,Ramp1,Ramp2,Rapgef2,Rapgef4,S1pr1,S1pr2,Tbxa2r"
"4466","GO:0003073","regulation of systemic arterial blood pressure",105,34,33.94,4793,0.52828,0.53197,"Adrb2,Ahr,Atp6ap2,Bmpr2,Camk2n1,Comt,Coro2b,Cyba,Drd3,Ece1,Ednrb,Eng,F2r,Gja1,Ier3,Kcnk6,Kcnn4,Klk1b27,Klk1b9,Manf,Nav2,Ncald,Ndst2,Nedd4l,Nos3,Nox1,Nr3c2,Plcb3,Postn,Rnls,Slc4a5,Smtn,Sod2,Wnk1"
"4467","GO:0061614","miRNA transcription",77,25,24.89,4795,0.52914,0.53229,"Bmpr1a,Bmyc,Egr1,Ets1,Foxo3,Gata3,Gnl3,Hif1a,Il10,Jun,Lilrb4a,Lilrb4b,Myc,Nr3c1,Pparg,Rara,Rest,Smad3,Smad4,Srebf2,Stat3,Tgfb1,Tgfbr1,Trp53,Yy1"
"4468","GO:0014009","glial cell proliferation",79,33,25.54,2130,0.52933,0.04872,"Anxa7,Areg,Atxn1,Cdkn2b,Cers2,Csf1,Cysltr1,Cysltr2,Dbi,E2f1,Fas,Il6,Kras,Lta,Lyn,Myc,Nf2,Nfia,Nfix,Notch1,Ntn1,Ppp1cc,Prkch,Ptk2,Rnf10,Ski,Slc7a5,Sox4,Trp53,Tspo,Ufl1,Vegfc,Vim"
"4469","GO:0052547","regulation of peptidase activity",356,146,115.08,718,0.52935,0.00031,"Acvr1c,Ager,Aifm1,Aim2,Akt1,Anp32b,Apaf1,Aph1a,Aph1b,Arl6ip1,Arl6ip5,Atp13a2,Bad,Bak1,Bax,Bbc3,Bcap31,Bcl2a1d,Bcl2l11,Bid,Bin1,Birc5,Bmyc,Card9,Casp1,Casp8,Cast,Cd44,Cdkn2a,Cdkn2d,Col7a1,Cst3,Cst7,Csta2,Cstb,Ctsh,Ctsl,Ctss,Cycs,Dap,Dapk1,Dnajb6,Ecm1,Eif2ak3,F2r,Fas,Fasl,Fis1,Furin,Gapdh,Gapdh-ps15,Gapdhrt2,Gpx1,Gramd4,Grn,Hdac1,Hip1,Hip1r,Hmgb1,Hspd1,Htra2,Ifi206,Ifi208,Ifi213,Ift57,Il9r,Itih5,Jak2,Khdc1c,Lamtor5,Lgmn,Ltf,Lxn,Lyn,Malt1,Map3k5,Mbp,Mgmt,Mical1,Mtch1,Myc,Naip1,Naip2,Naip5,Naip6,Ndufa13,Nle1,Nlrp1a,Nlrp1b,Nod1,Pcid2,Pdcd6,Pi16,Picalm,Pidd1,Plaur,Pmaip1,Pparg,Ppm1f,Psenen,Psma3,Psmb9,Psme1,Psme2,Pycard,Rack1,Rcn3,Rest,Rffl,Rps27l,Rps3,Rps6ka1,Rps6ka3,Serpina3f,Serpina3g,Serpina3i,Serpina3n,Serpinb1a,Serpinb6a,Serpinb6b,Serpinb6c,Serpinc1,Serpine1,Serpine2,Serpinf1,Sfn,Sfrp2,Sh3rf1,Smad3,Spint2,Src,Stat3,Svbp,Tank,Tfap4,Tfpi,Thbs1,Timp2,Tmed10,Tnfsf10,Tnfsf15,Usp50,Vcp,Vsir,Wfikkn2,Xdh"
